"age","job","marital","education","default","balance","housing","loan","contact","month","duration","campaign","pdays","previous","poutcome","y"
37,"management","single","tertiary","no",9,"no","no","cellular","aug",484,2,-1,0,"unknown","no"
55,"services","divorced","primary","no",653,"no","no","unknown","jun",800,1,-1,0,"unknown","no"
49,"admin.","married","secondary","no",3608,"yes","no","unknown","nov",231,1,-1,0,"unknown","yes"
41,"blue-collar","married","primary","no",293,"yes","yes","cellular","may",102,1,-1,0,"unknown","no"
40,"management","single","tertiary","no",36,"yes","no","unknown","may",240,3,-1,0,"unknown","no"
48,"management","married","tertiary","no",263,"yes","no","unknown","may",350,2,-1,0,"unknown","no"
27,"student","single","secondary","no",8366,"no","no","cellular","may",458,2,349,1,"other","no"
30,"management","single","tertiary","no",2186,"yes","no","unknown","jun",366,1,-1,0,"unknown","no"
37,"entrepreneur","single","secondary","no",20453,"yes","no","telephone","may",115,1,-1,0,"unknown","no"
37,"services","single","secondary","no",105,"no","yes","unknown","jun",260,4,-1,0,"unknown","no"
40,"blue-collar","married","secondary","no",440,"yes","no","unknown","jun",327,2,-1,0,"unknown","no"
73,"retired","married","unknown","no",519,"no","no","telephone","oct",434,1,57,1,"failure","yes"
50,"management","married","tertiary","no",19447,"yes","yes","cellular","nov",166,1,-1,0,"unknown","no"
53,"blue-collar","married","primary","no",225,"no","no","cellular","jul",171,7,-1,0,"unknown","no"
47,"blue-collar","married","secondary","no",2548,"yes","no","cellular","may",577,1,368,1,"other","no"
33,"technician","divorced","secondary","no",0,"no","no","cellular","aug",224,8,-1,0,"unknown","no"
50,"blue-collar","married","unknown","no",2284,"yes","no","telephone","jul",1088,17,-1,0,"unknown","yes"
51,"blue-collar","married","primary","no",40,"yes","no","cellular","may",79,1,370,1,"failure","no"
42,"housemaid","divorced","tertiary","no",364,"no","no","cellular","nov",52,1,-1,0,"unknown","no"
34,"technician","single","secondary","no",174,"no","no","telephone","may",259,4,-1,0,"unknown","no"
44,"technician","married","secondary","no",10888,"yes","no","cellular","aug",163,1,-1,0,"unknown","no"
32,"admin.","married","secondary","no",0,"yes","yes","cellular","nov",159,2,195,2,"failure","no"
60,"retired","married","tertiary","no",225,"no","no","cellular","aug",54,2,-1,0,"unknown","no"
60,"retired","divorced","tertiary","no",2131,"no","no","cellular","jul",421,6,-1,0,"unknown","no"
29,"blue-collar","single","secondary","no",-20,"no","yes","cellular","jul",574,1,-1,0,"unknown","yes"
39,"management","single","secondary","no",36,"no","no","cellular","aug",70,2,-1,0,"unknown","no"
47,"blue-collar","married","primary","no",2642,"no","no","cellular","aug",310,2,-1,0,"unknown","no"
30,"admin.","married","tertiary","no",400,"yes","no","cellular","may",223,1,-1,0,"unknown","no"
31,"technician","single","tertiary","no",1214,"no","no","cellular","feb",39,1,-1,0,"unknown","no"
34,"management","single","tertiary","no",-292,"yes","no","cellular","aug",181,6,-1,0,"unknown","no"
51,"admin.","married","secondary","no",1415,"yes","no","unknown","jun",151,3,-1,0,"unknown","no"
38,"blue-collar","married","secondary","no",213,"yes","no","unknown","jun",270,15,-1,0,"unknown","no"
47,"admin.","single","secondary","no",2540,"no","no","cellular","nov",110,5,-1,0,"unknown","no"
46,"housemaid","single","tertiary","no",3232,"no","no","telephone","jun",94,2,-1,0,"unknown","no"
33,"management","married","tertiary","no",296,"no","no","cellular","jul",90,2,-1,0,"unknown","no"
30,"management","married","tertiary","no",42,"no","no","cellular","aug",115,6,-1,0,"unknown","no"
40,"technician","married","secondary","no",697,"no","no","cellular","jun",220,2,219,2,"other","no"
38,"blue-collar","single","secondary","no",13156,"yes","no","cellular","apr",291,4,331,1,"failure","no"
63,"retired","divorced","secondary","no",1490,"no","no","cellular","jun",506,1,-1,0,"unknown","yes"
33,"management","married","tertiary","no",150,"no","no","cellular","aug",151,2,-1,0,"unknown","no"
59,"retired","married","secondary","no",0,"no","no","unknown","jun",812,1,-1,0,"unknown","yes"
29,"management","single","tertiary","no",4210,"yes","no","cellular","may",119,1,-1,0,"unknown","no"
54,"services","divorced","secondary","no",1012,"yes","no","cellular","may",33,3,175,2,"other","no"
57,"technician","married","secondary","no",16063,"yes","no","unknown","may",352,3,-1,0,"unknown","no"
57,"blue-collar","married","primary","no",5431,"yes","yes","unknown","may",383,1,-1,0,"unknown","no"
28,"services","single","secondary","no",317,"yes","no","unknown","may",21,3,-1,0,"unknown","no"
30,"technician","single","secondary","no",4787,"yes","no","cellular","nov",266,1,167,2,"failure","no"
28,"blue-collar","married","secondary","no",225,"yes","yes","unknown","may",866,2,-1,0,"unknown","no"
45,"services","divorced","primary","no",3854,"yes","no","unknown","jun",10,3,-1,0,"unknown","no"
29,"services","divorced","secondary","no",92,"yes","no","cellular","may",240,1,-1,0,"unknown","no"
42,"blue-collar","married","primary","no",-10,"yes","no","unknown","may",291,4,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",-617,"yes","no","unknown","jun",115,2,-1,0,"unknown","no"
59,"housemaid","divorced","primary","no",195,"no","no","unknown","may",366,2,-1,0,"unknown","no"
41,"blue-collar","married","primary","no",1172,"yes","no","unknown","may",153,1,-1,0,"unknown","no"
57,"housemaid","married","secondary","no",0,"no","no","cellular","aug",197,2,-1,0,"unknown","no"
43,"services","divorced","secondary","no",0,"no","no","cellular","jul",106,4,-1,0,"unknown","no"
30,"services","divorced","secondary","no",-94,"yes","no","cellular","jul",41,2,-1,0,"unknown","no"
26,"admin.","single","secondary","no",609,"no","no","telephone","jan",112,1,-1,0,"unknown","no"
52,"management","single","tertiary","no",4,"no","yes","cellular","jul",30,9,-1,0,"unknown","no"
32,"entrepreneur","divorced","secondary","no",1121,"yes","yes","cellular","apr",211,3,-1,0,"unknown","no"
39,"management","divorced","tertiary","no",355,"yes","no","cellular","aug",313,5,-1,0,"unknown","no"
31,"blue-collar","married","secondary","no",3653,"yes","yes","cellular","nov",252,1,168,4,"failure","no"
83,"retired","divorced","primary","no",1097,"no","no","telephone","mar",181,1,-1,0,"unknown","yes"
34,"management","married","tertiary","no",436,"no","yes","cellular","jul",118,4,-1,0,"unknown","no"
40,"blue-collar","married","secondary","no",4795,"yes","no","cellular","apr",57,1,-1,0,"unknown","no"
39,"self-employed","married","secondary","no",266,"no","no","cellular","may",102,2,-1,0,"unknown","no"
50,"unemployed","married","secondary","no",3357,"no","no","cellular","jun",239,4,-1,0,"unknown","yes"
30,"technician","married","tertiary","no",101,"yes","yes","cellular","jul",187,3,-1,0,"unknown","no"
43,"blue-collar","married","secondary","no",10910,"yes","no","cellular","may",66,2,-1,0,"unknown","no"
49,"blue-collar","married","secondary","no",1568,"no","no","unknown","may",206,6,-1,0,"unknown","no"
41,"retired","single","primary","no",0,"no","no","cellular","may",239,1,368,2,"failure","no"
35,"blue-collar","married","secondary","no",305,"yes","no","cellular","may",7,7,367,25,"failure","no"
57,"retired","married","tertiary","no",31,"no","no","cellular","aug",260,2,-1,0,"unknown","no"
29,"entrepreneur","married","secondary","no",452,"yes","no","unknown","may",347,1,-1,0,"unknown","no"
48,"admin.","married","secondary","no",5,"yes","no","unknown","may",697,2,-1,0,"unknown","no"
38,"entrepreneur","divorced","tertiary","no",7929,"no","no","cellular","jul",182,3,-1,0,"unknown","no"
41,"entrepreneur","married","primary","no",39,"yes","no","cellular","nov",549,2,-1,0,"unknown","yes"
39,"housemaid","married","primary","no",267,"no","no","unknown","jun",1151,5,-1,0,"unknown","no"
31,"management","married","tertiary","no",4945,"no","no","cellular","aug",445,1,-1,0,"unknown","no"
51,"technician","married","secondary","no",463,"yes","no","unknown","may",213,5,-1,0,"unknown","no"
35,"unemployed","single","secondary","no",2116,"yes","no","cellular","may",409,2,-1,0,"unknown","no"
45,"admin.","divorced","secondary","no",59,"yes","no","cellular","jul",873,8,-1,0,"unknown","yes"
28,"blue-collar","married","secondary","no",131,"yes","no","unknown","may",147,5,-1,0,"unknown","no"
57,"retired","married","secondary","no",107,"no","no","cellular","jul",85,2,-1,0,"unknown","no"
36,"unemployed","married","secondary","no",-35,"no","no","cellular","jan",339,3,-1,0,"unknown","no"
49,"technician","married","primary","no",230,"yes","no","unknown","may",96,1,-1,0,"unknown","no"
34,"management","single","tertiary","no",2679,"yes","no","cellular","may",195,1,-1,0,"unknown","no"
65,"retired","married","primary","no",493,"no","no","cellular","oct",622,1,182,1,"failure","no"
26,"services","single","secondary","no",256,"yes","no","cellular","may",101,2,-1,0,"unknown","no"
52,"blue-collar","married","primary","no",-133,"no","no","unknown","jun",96,2,-1,0,"unknown","no"
32,"blue-collar","single","secondary","no",811,"yes","no","cellular","may",563,1,-1,0,"unknown","yes"
33,"unemployed","married","tertiary","no",302,"yes","yes","cellular","apr",670,1,-1,0,"unknown","no"
43,"management","married","tertiary","no",3529,"yes","no","cellular","aug",190,3,-1,0,"unknown","no"
26,"technician","single","tertiary","no",75,"yes","yes","unknown","may",351,1,-1,0,"unknown","no"
45,"technician","married","secondary","no",999,"yes","no","cellular","nov",215,6,188,2,"failure","no"
30,"management","single","tertiary","no",7845,"yes","no","unknown","jun",59,1,-1,0,"unknown","no"
37,"services","divorced","primary","no",260,"yes","no","cellular","apr",446,2,-1,0,"unknown","no"
45,"management","single","tertiary","no",2048,"yes","no","cellular","oct",310,1,804,1,"failure","yes"
34,"management","married","tertiary","no",1557,"yes","yes","unknown","may",213,1,-1,0,"unknown","no"
35,"services","married","secondary","no",505,"yes","yes","unknown","may",371,2,-1,0,"unknown","no"
41,"admin.","married","tertiary","no",1536,"no","no","cellular","may",54,2,-1,0,"unknown","no"
42,"self-employed","married","tertiary","no",0,"no","no","cellular","aug",118,6,-1,0,"unknown","no"
48,"blue-collar","married","unknown","no",439,"yes","no","cellular","feb",212,1,249,2,"other","no"
45,"unknown","married","primary","no",44,"no","no","unknown","jun",81,1,-1,0,"unknown","no"
47,"management","married","tertiary","no",295,"yes","no","cellular","aug",157,1,-1,0,"unknown","no"
37,"blue-collar","married","primary","no",190,"yes","yes","unknown","may",194,1,-1,0,"unknown","no"
32,"management","married","secondary","no",3935,"yes","no","unknown","may",129,2,-1,0,"unknown","no"
40,"management","married","tertiary","no",-17,"yes","yes","cellular","may",474,1,256,1,"success","yes"
35,"technician","single","secondary","no",175,"yes","no","cellular","jan",219,1,246,1,"failure","no"
31,"technician","single","secondary","no",4888,"yes","no","telephone","may",475,4,166,2,"failure","no"
36,"technician","single","tertiary","no",40,"no","no","cellular","aug",359,3,-1,0,"unknown","no"
44,"management","married","tertiary","no",4460,"no","no","telephone","jul",168,2,-1,0,"unknown","no"
52,"admin.","divorced","secondary","no",98,"no","yes","unknown","jun",148,1,-1,0,"unknown","no"
28,"student","single","secondary","no",330,"no","no","telephone","feb",197,1,-1,0,"unknown","no"
45,"blue-collar","married","primary","no",13117,"no","no","unknown","jun",42,2,-1,0,"unknown","no"
38,"management","married","tertiary","no",12877,"no","no","unknown","jun",118,3,-1,0,"unknown","no"
39,"blue-collar","married","primary","no",1506,"yes","no","cellular","may",299,2,-1,0,"unknown","no"
28,"management","single","tertiary","no",0,"no","no","telephone","may",198,2,-1,0,"unknown","no"
31,"technician","single","secondary","no",775,"no","no","cellular","feb",361,1,-1,0,"unknown","no"
46,"blue-collar","married","primary","no",258,"yes","no","unknown","may",217,1,-1,0,"unknown","no"
22,"student","single","secondary","no",246,"yes","no","telephone","may",25,1,-1,0,"unknown","no"
49,"blue-collar","single","primary","no",2146,"yes","no","cellular","may",1516,2,353,2,"other","yes"
44,"unemployed","married","secondary","no",304,"yes","no","unknown","may",129,2,-1,0,"unknown","no"
31,"self-employed","single","secondary","no",360,"yes","no","unknown","may",592,4,-1,0,"unknown","no"
53,"blue-collar","married","primary","no",3316,"yes","no","unknown","may",331,6,-1,0,"unknown","no"
55,"management","married","tertiary","no",6880,"no","no","cellular","aug",353,2,-1,0,"unknown","no"
35,"technician","married","secondary","no",2189,"no","no","cellular","nov",256,3,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",5304,"yes","no","cellular","nov",340,1,183,2,"failure","no"
37,"management","single","tertiary","no",102,"yes","no","cellular","aug",101,2,-1,0,"unknown","no"
50,"blue-collar","married","secondary","no",181,"yes","no","cellular","apr",599,2,-1,0,"unknown","no"
37,"management","married","primary","no",3953,"yes","no","cellular","apr",610,2,138,1,"failure","no"
37,"blue-collar","single","primary","no",6969,"yes","no","unknown","may",412,1,-1,0,"unknown","no"
29,"management","single","tertiary","no",572,"no","no","cellular","dec",314,1,195,1,"success","yes"
31,"admin.","single","secondary","no",223,"yes","no","cellular","apr",508,1,315,11,"success","no"
40,"technician","married","secondary","no",-396,"yes","no","unknown","may",127,1,-1,0,"unknown","no"
47,"services","divorced","secondary","no",164,"no","no","unknown","may",212,1,-1,0,"unknown","no"
55,"self-employed","married","secondary","no",2678,"no","yes","cellular","aug",151,12,-1,0,"unknown","no"
33,"technician","single","secondary","no",920,"yes","no","cellular","nov",58,1,122,4,"failure","no"
53,"services","divorced","secondary","no",4554,"no","no","cellular","feb",8,6,-1,0,"unknown","no"
38,"management","single","tertiary","no",623,"no","no","cellular","jun",297,4,144,4,"other","yes"
61,"management","married","secondary","no",967,"no","no","cellular","aug",180,1,-1,0,"unknown","no"
43,"unemployed","divorced","secondary","no",1577,"yes","no","cellular","nov",87,1,-1,0,"unknown","no"
42,"housemaid","married","primary","no",1,"yes","no","telephone","jul",59,5,-1,0,"unknown","no"
36,"management","divorced","tertiary","no",0,"no","no","cellular","aug",81,4,-1,0,"unknown","no"
31,"technician","single","tertiary","no",1166,"yes","no","unknown","jun",207,1,-1,0,"unknown","no"
59,"management","married","unknown","no",3534,"no","no","cellular","nov",216,4,-1,0,"unknown","no"
29,"blue-collar","married","primary","no",200,"yes","no","unknown","may",322,2,-1,0,"unknown","no"
33,"technician","married","secondary","no",4790,"yes","no","cellular","apr",137,1,272,2,"failure","no"
44,"blue-collar","married","primary","no",-237,"yes","no","telephone","jul",73,1,-1,0,"unknown","no"
43,"blue-collar","married","secondary","no",1335,"yes","no","unknown","may",371,2,-1,0,"unknown","no"
42,"management","married","tertiary","no",603,"yes","no","cellular","nov",298,5,-1,0,"unknown","no"
32,"management","single","tertiary","no",577,"no","no","cellular","aug",101,2,-1,0,"unknown","no"
43,"management","married","tertiary","no",0,"yes","no","cellular","nov",110,1,-1,0,"unknown","no"
39,"admin.","single","secondary","no",163,"yes","no","cellular","jan",107,2,-1,0,"unknown","no"
